Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,baseline_price,competitor_price,Driver_to_Rider_Ratio,Rider_Driver_Ratio,Inventory_Health_Index,Cost_per_Min,Loyalty_Score,Supply_Tightness,Vehicle_Factor,Peak,p_complete,price
34,19,Rural,Regular,51,4.2,Night,Premium,166,754.2344800100251,754.2344800100251,791.9462040105263,0.558823512975779,1.7894735900277057,0.5428571428571428,4.543581177508698,0.5099999949,1.7894735900277057,1.5,1,0.558823512975779,1333.8041224149706
40,15,Urban,Regular,90,3.62,Night,Premium,42,211.52772882563164,211.52772882563164,222.10411526691323,0.3749999906250003,2.6666664888889007,0.36585365853658536,5.036374375934697,0.8999999910000002,2.6666664888889007,1.5,1,0.3749999906250003,401.90267912796105
26,7,Suburban,Gold,58,4.91,Afternoon,Economy,161,460.75927538572495,460.75927538572495,483.7972391550112,0.26923075887574005,3.714285183673545,0.25925925925925924,2.8618588355519634,0.5799999942,3.714285183673545,1.0,0,0.26923075887574005,631.8984103662606
81,42,Suburban,Regular,88,4.14,Afternoon,Economy,47,164.10747354764283,164.10747354764283,172.31284722502497,0.5185185121170555,1.9285713826530624,0.5121951219512195,3.4916482990637134,0.8799999912000002,1.9285713826530624,1.0,0,0.5185185121170555,195.7567712639907
80,56,Suburban,Gold,63,4.57,Night,Premium,43,213.6962129956236,213.6962129956236,224.38102364540478,0.6999999912500001,1.428571403061225,0.691358024691358,4.969679256417311,0.6299999937,1.428571403061225,1.5,1,0.6999999912500001,366.33636431763966
64,19,Rural,Gold,86,4.68,Night,Premium,171,732.9893961300692,732.9893961300692,769.6388659365726,0.2968749953613282,3.3684208753462697,0.2923076923076923,4.286487671599891,0.8599999914,3.3684208753462697,1.5,1,0.2968749953613282,1469.836611694901
45,18,Rural,Gold,68,4.07,Morning,Economy,136,350.6012026111729,350.6012026111729,368.1312627417315,0.39999999111111134,2.4999998611111187,0.391304347826087,2.577950000244286,0.6799999932,2.4999998611111187,1.0,0,0.39999999111111134,438.25149839450523
84,49,Urban,Regular,32,4.25,Night,Premium,53,192.8798062051633,192.8798062051633,202.52379651542148,0.583333326388889,1.7142856793002923,0.5764705882352941,3.6392415578475803,0.3199999968,1.7142856793002923,1.5,1,0.583333326388889,338.91737274830405
34,16,Urban,Silver,47,4.12,Evening,Economy,93,294.11580585015537,294.11580585015537,308.82159614266317,0.47058822145328766,2.1249998671875083,0.45714285714285713,3.162535512770106,0.4699999953000001,2.1249998671875083,1.0,1,0.47058822145328766,356.6154106870881
67,32,Suburban,Regular,40,4.47,Afternoon,Premium,13,82.52418774801069,82.52418774801069,86.65039713541123,0.4776119331699712,2.0937499345703148,0.47058823529411764,6.3480139538459035,0.399999996,2.0937499345703148,1.5,0,0.4776119331699712,149.7040335266959
93,23,Suburban,Silver,34,4.23,Evening,Premium,125,386.169069413996,386.169069413996,405.4775228846958,0.2473118252977223,4.0434780850661705,0.24468085106382978,3.089352530597148,0.3399999966,4.0434780850661705,1.5,1,0.2473118252977223,813.4735295168774
100,51,Urban,Silver,56,3.58,Night,Economy,89,310.9003272621974,310.9003272621974,326.44534362530726,0.5099999949,1.9607842752787399,0.504950495049505,3.493262064819498,0.5599999944,1.9607842752787399,1.0,1,0.5099999949,371.86117454967047
35,22,Suburban,Gold,15,4.23,Morning,Premium,120,373.96284065200393,373.96284065200393,392.66098268460416,0.6285714106122454,1.5909090185950445,0.6111111111111112,3.1163569794637245,0.1499999985,1.5909090185950445,1.5,0,0.6285714106122454,650.18538934991
36,13,Rural,Silver,31,4.71,Night,Economy,71,221.55110013131716,221.55110013131716,232.62865513788302,0.36111110108024724,2.769230556213034,0.35135135135135137,3.120437986068721,0.3099999969,2.769230556213034,1.0,1,0.36111110108024724,282.90370775594283
28,18,Suburban,Regular,100,3.7,Afternoon,Economy,127,531.1127009643968,531.1127009643968,557.6683360126167,0.64285711989796,1.5555554691358071,0.6206896551724138,4.18198973844415,0.9999999900000002,1.5555554691358071,1.0,0,0.64285711989796,613.7302276356627
21,9,Urban,Gold,10,3.88,Morning,Premium,108,324.9426389036563,324.9426389036563,341.18977084883915,0.4285714081632663,2.333333074074103,0.4090909090909091,3.008728110138224,0.099999999,2.333333074074103,1.5,0,0.4285714081632663,601.1438693351073
26,15,Urban,Regular,35,5.0,Morning,Premium,161,493.4068923175674,493.4068923175674,518.0772369334458,0.5769230547337286,1.7333332177777856,0.5555555555555556,3.0646390636827845,0.3499999965,1.7333332177777856,1.5,0,0.5769230547337286,868.3961219265329
97,21,Suburban,Regular,59,3.87,Evening,Premium,174,778.6333560141928,778.6333560141928,817.5650238149025,0.21649484312891915,4.619047399092981,0.21428571428571427,4.474904319191313,0.5899999941,4.619047399092981,1.5,1,0.21649484312891915,1707.431690712949
26,15,Urban,Silver,10,3.71,Morning,Premium,171,720.1572085631501,720.1572085631501,756.1650689913076,0.5769230547337286,1.7333332177777856,0.5555555555555556,4.211445639483652,0.099999999,1.7333332177777856,1.5,0,0.5769230547337286,1267.47667458842
91,56,Urban,Gold,17,4.66,Night,Economy,10,38.23523523879646,38.23523523879646,40.146997000736285,0.6153846086221472,1.6249999709821434,0.6086956521739131,3.8235231415273323,0.1699999983,1.6249999709821434,1.0,1,0.6153846086221472,44.44846085415043
65,48,Rural,Silver,12,4.37,Afternoon,Premium,140,573.5891064527985,573.5891064527985,602.2685617754385,0.7384615271005919,1.3541666384548618,0.7272727272727273,4.097065016826668,0.11999999880000002,1.3541666384548618,1.5,0,0.7384615271005919,976.8939445001249
88,28,Urban,Gold,22,4.99,Night,Premium,154,682.016246966075,682.016246966075,716.1170593143787,0.3181818145661158,3.142857030612249,0.3146067415730337,4.428676899593494,0.21999999780000004,3.142857030612249,1.5,1,0.3181818145661158,1344.5463039644787
82,13,Suburban,Gold,32,3.58,Night,Economy,148,516.4367273015673,516.4367273015673,542.2585636666457,0.1585365834324807,6.3076918224852445,0.1566265060240964,3.4894373230549323,0.3199999968,6.3076918224852445,1.0,1,0.1585365834324807,842.1890994646812
65,40,Urban,Silver,48,3.59,Evening,Economy,121,492.5196024192815,492.5196024192815,517.1455825402456,0.6153846059171599,1.624999959375001,0.6060606060606061,4.070409903709683,0.4799999952000001,1.624999959375001,1.0,1,0.6153846059171599,572.554035811554
41,6,Urban,Silver,56,4.32,Night,Economy,11,49.234784001519046,49.234784001519046,51.696523201595,0.14634145984533026,6.833332194444634,0.14285714285714285,4.475889047784546,0.5599999944,6.833332194444634,1.0,1,0.14634145984533026,82.87854746192981
85,36,Rural,Silver,64,4.32,Evening,Economy,152,506.6928860981053,506.6928860981053,532.0275304030106,0.423529406782007,2.3611110455246935,0.4186046511627907,3.333505807661839,0.6399999936,2.3611110455246935,1.0,1,0.423529406782007,626.3287031036075
35,13,Rural,Silver,80,3.8,Afternoon,Economy,93,304.3133394836575,304.3133394836575,319.5290064578404,0.37142856081632686,2.6923074852071167,0.3611111111111111,3.2721864108760332,0.799999992,2.6923074852071167,1.0,0,0.37142856081632686,386.2438476576801
83,29,Urban,Silver,78,4.42,Afternoon,Premium,23,111.179341237614,111.179341237614,116.7383082994947,0.3493975861518363,2.8620688668252114,0.34523809523809523,4.833884191466513,0.7799999922,2.8620688668252114,1.5,0,0.3493975861518363,214.4994515349677
91,31,Urban,Regular,12,4.39,Night,Economy,39,163.21458328772866,163.21458328772866,171.3753124521151,0.34065933691583145,2.935483776274717,0.33695652173913043,4.18498920776255,0.11999999880000002,2.935483776274717,1.0,1,0.34065933691583145,211.12595941698527
44,28,Rural,Regular,31,4.92,Night,Premium,132,402.856989480614,402.856989480614,422.9998389546447,0.6363636219008268,1.5714285153061245,0.6222222222222222,3.051946866883842,0.3099999969,1.5714285153061245,1.5,1,0.6363636219008268,699.2446283499535
96,12,Suburban,Gold,15,4.97,Night,Economy,90,289.2351908680133,289.2351908680133,303.696950411414,0.12499999869791668,7.999999333333389,0.12371134020618557,3.213724307269878,0.1499999985,7.999999333333389,1.0,1,0.12499999869791668,520.6233242800796
77,46,Suburban,Regular,97,4.2,Afternoon,Premium,25,150.53929481479082,150.53929481479082,158.06625955553037,0.5974025896441222,1.6739130070888477,0.5897435897435898,6.021571551728771,0.9699999903000002,1.6739130070888477,1.5,0,0.5974025896441222,263.6073947724554
91,80,Rural,Gold,74,4.74,Night,Economy,46,194.93555934032696,194.93555934032696,204.68233730734332,0.8791208694602103,1.1374999857812502,0.8695652173913043,4.23772945875212,0.7399999926,1.1374999857812502,1.0,1,0.8791208694602103,217.10947893811513
93,42,Rural,Silver,75,4.66,Morning,Economy,160,674.6485035775572,674.6485035775572,708.3809287564351,0.45161289836975377,2.2142856615646274,0.44680851063829785,4.216553121006275,0.7499999925,2.2142856615646274,1.0,0,0.45161289836975377,824.034954384339
41,9,Rural,Silver,73,3.51,Morning,Economy,150,551.5572340398235,551.5572340398235,579.1350957418147,0.21951218976799539,4.555555049382773,0.21428571428571427,3.677048202418502,0.7299999927,4.555555049382773,1.0,0,0.21951218976799539,802.8221682951948
61,44,Suburban,Regular,69,4.54,Afternoon,Economy,52,132.2147645898824,132.2147645898824,138.82550281937654,0.721311463585058,1.3863636048553727,0.7096774193548387,2.542591577832516,0.6899999931,1.3863636048553727,1.0,0,0.721311463585058,150.5445383550758
83,10,Urban,Gold,28,3.91,Afternoon,Economy,23,70.11182411078714,70.11182411078714,73.6174153163265,0.1204819262592539,8.299999170000083,0.11904761904761904,3.048340046193352,0.2799999972,8.299999170000083,1.0,0,0.1204819262592539,128.30463230345964
59,22,Rural,Regular,79,4.38,Morning,Premium,93,346.2847096470098,346.2847096470098,363.5989451293603,0.37288134961218056,2.6818180599173607,0.36666666666666664,3.7234914615432078,0.7899999921,2.6818180599173607,1.5,0,0.37288134961218056,658.7279527012032
42,31,Suburban,Gold,62,4.95,Night,Premium,13,102.04473025177862,102.04473025177862,107.14696676436755,0.7380952205215424,1.354838665972946,0.7209302325581395,7.8495940309372765,0.6199999938,1.354838665972946,1.5,1,0.7380952205215424,173.80521730825126
81,16,Suburban,Regular,73,4.89,Night,Economy,125,494.1401793052489,494.1401793052489,518.8471882705114,0.19753086175887827,5.062499683593769,0.1951219512195122,3.95312140281702,0.7299999927,5.062499683593769,1.0,1,0.19753086175887827,744.2986294436281
72,19,Rural,Gold,89,4.74,Morning,Premium,45,183.658314681842,183.658314681842,192.84123041593412,0.26388888522376547,3.789473484764553,0.2602739726027397,4.0812957911232495,0.8899999911000002,3.789473484764553,1.5,0,0.26388888522376547,379.8827190842707
43,9,Rural,Silver,2,4.12,Morning,Economy,126,436.5576476487414,436.5576476487414,458.3855300311785,0.20930232071389954,4.777777246913639,0.20454545454545456,3.4647432078095095,0.0199999998,4.777777246913639,1.0,0,0.20930232071389954,645.1351672389712
74,33,Urban,Silver,82,4.13,Afternoon,Economy,10,31.362081322241885,31.362081322241885,32.93018538835398,0.4459459399196495,2.242424174471995,0.44,3.136207818603407,0.8199999918,2.242424174471995,1.0,0,0.4459459399196495,38.39479025411707
68,45,Rural,Silver,65,4.19,Evening,Economy,112,323.4791093139413,323.4791093139413,339.6530647796384,0.6617646961505192,1.511111077530865,0.6521739130434783,2.888206307372634,0.6499999935,1.511111077530865,1.0,1,0.6617646961505192,372.3603958573527
36,13,Urban,Silver,84,4.88,Evening,Premium,140,505.3840569466695,505.3840569466695,530.653259794003,0.36111110108024724,2.769230556213034,0.35135135135135137,3.6098860952627385,0.8399999916,2.769230556213034,1.5,1,0.36111110108024724,968.0048313879479
51,5,Urban,Gold,0,4.59,Afternoon,Premium,92,320.8576215627125,320.8576215627125,336.9005026408481,0.09803921376393698,10.199997960000408,0.09615384615384616,3.487582805164453,0.0,10.199997960000408,1.5,0,0.09803921376393698,972.1984951526064
63,23,Urban,Silver,48,4.09,Evening,Economy,49,214.5660524456202,214.5660524456202,225.2943550679012,0.3650793592844546,2.739130315689986,0.359375,4.3788989401371685,0.4799999952000001,2.739130315689986,1.0,1,0.3650793592844546,273.33849034279274
96,29,Urban,Regular,84,3.65,Night,Economy,176,758.5015334295354,758.5015334295354,796.4266101010121,0.30208333018663197,3.3103447134363893,0.29896907216494845,4.309667779090157,0.8399999916,3.3103447134363893,1.0,1,0.30208333018663197,1009.5916875617212
94,59,Suburban,Regular,84,4.38,Morning,Premium,175,665.7295341217325,665.7295341217325,699.0160108278192,0.6276595677908556,1.593220311979317,0.6210526315789474,3.804168744671793,0.8399999916,1.593220311979317,1.5,0,0.6276595677908556,1157.6923735896896
74,32,Suburban,Regular,2,4.7,Evening,Premium,38,171.06636292972274,171.06636292972274,179.61968107620888,0.43243242658875103,2.3124999277343776,0.4266666666666667,4.501746274420434,0.0199999998,2.3124999277343776,1.5,1,0.43243242658875103,315.93818718149913
91,13,Rural,Silver,32,3.6,Morning,Premium,160,647.3526381087524,647.3526381087524,679.7202700141901,0.14285714128728416,6.999999461538503,0.14130434782608695,4.045953962892491,0.3199999968,6.999999461538503,1.5,0,0.14285714128728416,1650.7491748911482
69,12,Suburban,Regular,42,4.34,Afternoon,Premium,158,608.1282399929386,608.1282399929386,638.5346519925855,0.173913040957782,5.749999520833374,0.17142857142857143,3.8489128869875042,0.4199999958,5.749999520833374,1.5,0,0.173913040957782,1436.7029232741038
51,20,Rural,Silver,57,3.68,Night,Economy,67,246.92292493661097,246.92292493661097,259.26907118344155,0.39215685505574793,2.549999872500006,0.38461538461538464,3.6854167350924514,0.5699999943,2.549999872500006,1.0,1,0.39215685505574793,309.88826764717965
45,17,Rural,Gold,10,4.93,Night,Premium,148,430.0665305032927,430.0665305032927,451.56985702845736,0.37777776938271623,2.6470586678200783,0.3695652173913043,2.905854916198904,0.099999999,2.6470586678200783,1.5,1,0.37777776938271623,815.8614963511465
92,34,Suburban,Regular,98,3.99,Night,Economy,140,396.6387527092545,396.6387527092545,416.47069034471724,0.36956521337429116,2.705882273356404,0.3655913978494624,2.8331339276865757,0.9799999902000002,2.705882273356404,1.0,1,0.36956521337429116,503.9645296974711
69,36,Suburban,Gold,55,4.74,Morning,Economy,109,436.0114486061054,436.0114486061054,457.81202103641067,0.5217391228733461,1.9166666134259276,0.5142857142857142,4.000104996385325,0.5499999945,1.9166666134259276,1.0,0,0.5217391228733461,519.5803072675851
56,14,Suburban,Silver,30,3.67,Night,Economy,48,202.9454568505992,202.9454568505992,213.09272969312914,0.24999999553571436,3.999999714285735,0.24561403508771928,4.2280302629701865,0.299999997,3.999999714285735,1.0,1,0.24999999553571436,284.1236337923977
43,26,Rural,Regular,59,4.91,Afternoon,Economy,175,731.7816872483901,731.7816872483901,768.3707716108096,0.6046511487290431,1.6538460902366887,0.5909090909090909,4.18160961752446,0.5899999941,1.6538460902366887,1.0,0,0.6046511487290431,852.8071154846458
86,48,Urban,Silver,37,4.15,Night,Economy,84,216.05054809363543,216.05054809363543,226.8530754983172,0.5581395283937264,1.7916666293402788,0.5517241379310345,2.5720303038286323,0.3699999963,1.7916666293402788,1.0,1,0.5581395283937264,254.75960382063977
61,34,Urban,Gold,82,3.99,Night,Premium,10,83.86835620425342,83.86835620425342,88.0617740144661,0.5573770400429994,1.794117594290659,0.5483870967741935,8.386834781741864,0.8199999918,1.794117594290659,1.5,1,0.5573770400429994,148.3729883269232
50,36,Suburban,Gold,18,4.61,Night,Economy,145,572.2420492964254,572.2420492964254,600.8541517612467,0.7199999856000003,1.3888888503086432,0.7058823529411765,3.946496864482266,0.1799999982,1.3888888503086432,1.0,1,0.7199999856000003,651.7201094909828
73,34,Urban,Regular,95,4.31,Morning,Premium,21,118.8070474355678,118.8070474355678,124.74739980734618,0.46575341827735045,2.147058760380625,0.4594594594594595,5.657478179909029,0.9499999905000002,2.147058760380625,1.5,0,0.46575341827735045,216.47342795207555
76,7,Urban,Gold,76,4.35,Morning,Economy,72,245.8935711917164,245.8935711917164,258.18824975130224,0.0921052619459834,10.85714130612267,0.09090909090909091,3.4151884413406663,0.7599999924,10.85714130612267,1.0,0,0.0921052619459834,512.8636960612764
87,41,Urban,Regular,87,4.36,Night,Economy,87,387.1117403297744,387.1117403297744,406.4673273462632,0.47126436239926023,2.1219511677572886,0.4659090909090909,4.449560182531198,0.8699999913000002,2.1219511677572886,1.0,1,0.47126436239926023,469.2549612743066
53,33,Rural,Regular,40,3.8,Morning,Premium,139,507.9505746530285,507.9505746530285,533.34810338568,0.6226414976860095,1.6060605573921045,0.6111111111111112,3.654320654666963,0.399999996,1.6060605573921045,1.5,0,0.6226414976860095,884.2957694377751
71,8,Suburban,Silver,57,3.68,Night,Economy,75,249.302974601016,249.302974601016,261.7681233310668,0.11267605475104149,8.87499889062514,0.1111111111111111,3.3240396170263518,0.5699999943,8.87499889062514,1.0,1,0.11267605475104149,470.55933690237237
32,5,Rural,Gold,80,3.55,Night,Economy,14,45.91711193197189,45.91711193197189,48.21296752857049,0.15624999511718765,6.399998720000256,0.15151515151515152,3.2797934751556013,0.799999992,6.399998720000256,1.0,1,0.15624999511718765,75.30405769104475
91,30,Suburban,Gold,34,3.69,Afternoon,Economy,96,424.6120578300381,424.6120578300381,445.84266072154,0.32967032604757884,3.0333332322222253,0.32608695652173914,4.42304222298954,0.3399999966,3.0333332322222253,1.0,0,0.32967032604757884,553.4110444118502
47,37,Suburban,Gold,64,3.75,Morning,Economy,31,85.97357530080251,85.97357530080251,90.27225406584263,0.7872340258035314,1.2702702359386424,0.7708333333333334,2.77334104927295,0.6399999936,1.2702702359386424,1.0,0,0.7872340258035314,96.89454267898641
23,13,Rural,Silver,42,4.55,Night,Economy,87,328.9669925908357,328.9669925908357,345.41534222037745,0.5652173667296797,1.7692306331361052,0.5416666666666666,3.781229756432252,0.4199999958,1.7692306331361052,1.0,1,0.5652173667296797,387.16884064907214
